order_item_id,order_id,product_id,quantity,unit_price,discount
855,428,24,4,399.00,0.00
856,428,50,3,899.00,0.10
857,429,6,1,1499.00,0.05
858,429,7,1,2999.00,0.00
859,430,2,2,499.00,0.10
860,430,14,2,4999.00,0.00
861,431,1,3,2499.00,0.00
862,431,21,3,899.00,0.00
863,432,5,4,599.00,0.00
864,432,28,1,699.00,0.10
865,433,18,1,349.00,0.00
866,433,35,2,599.00,0.00
867,434,7,2,2999.00,0.15
868,434,42,3,199.00,0.05
869,435,3,3,799.00,0.10
870,435,49,1,599.00,0.00
871,436,12,4,699.00,0.00
872,436,6,2,1499.00,0.10
873,437,15,1,899.00,0.00
874,437,13,3,1199.00,0.00
875,438,24,2,399.00,0.00
876,438,20,1,1599.00,0.00
877,439,6,3,1499.00,0.00
878,439,27,2,15000.00,0.00
879,440,2,4,499.00,0.10
880,440,34,3,299.00,0.10
881,441,1,1,2499.00,0.15
882,441,41,1,1500.00,0.20
883,442,5,2,599.00,0.00
884,442,48,2,699.00,0.00
885,443,18,3,349.00,0.00
886,443,5,3,599.00,0.00
887,444,7,4,2999.00,0.00
888,444,12,1,699.00,0.10
889,445,3,1,799.00,0.10
890,445,19,2,499.00,0.00
891,446,12,2,699.00,0.00
892,446,26,3,4999.00,0.00
893,447,15,3,899.00,0.00
894,447,33,1,1999.00,0.00
895,448,24,4,399.00,0.15
896,448,40,2,899.00,0.10
897,449,6,1,1499.00,0.00
898,449,47,3,799.00,0.00
899,450,2,2,499.00,0.10
900,450,4,1,3499.00,0.20
901,451,1,3,2499.00,0.05
902,451,11,2,399.00,0.00
903,452,5,4,599.00,0.00
904,452,18,3,349.00,0.10
905,453,18,1,349.00,0.00
906,453,25,1,799.00,0.00
907,454,7,2,2999.00,0.00
908,454,32,2,1299.00,0.00
909,455,3,3,799.00,0.10
910,455,39,3,6500.00,0.00
911,456,12,4,699.00,0.00
912,456,46,1,150.00,0.10
913,457,15,1,899.00,0.00
914,457,3,2,799.00,0.00
915,458,24,2,399.00,0.00
916,458,10,3,699.00,0.00
917,459,6,3,1499.00,0.00
918,459,17,1,2499.00,0.20
919,460,2,4,499.00,0.10
920,460,24,2,399.00,0.10
921,461,1,1,2499.00,0.00
922,461,31,3,799.00,0.00
923,462,5,2,599.00,0.15
924,462,38,1,2500.00,0.05
925,463,18,3,349.00,0.00
926,463,45,2,450.00,0.00
927,464,7,4,2999.00,0.00
928,464,2,3,499.00,0.10
929,465,3,1,799.00,0.10
930,465,9,1,499.00,0.00
931,466,12,2,699.00,0.00
932,466,16,2,599.00,0.00
933,467,15,3,899.00,0.00
934,467,23,3,499.00,0.00
935,468,24,4,399.00,0.00
936,468,30,1,8000.00,0.10
937,469,6,1,1499.00,0.15
938,469,37,2,499.00,0.00
939,470,2,2,499.00,0.10
940,470,44,3,299.00,0.00
941,471,1,3,2499.00,0.00
942,471,2,1,499.00,0.00
943,472,5,4,599.00,0.00
944,472,8,2,3999.00,0.10
945,473,18,1,349.00,0.05
946,473,15,3,899.00,0.00
947,474,7,2,2999.00,0.00
948,474,22,1,1299.00,0.00
949,475,3,3,799.00,0.10
950,475,29,2,1299.00,0.00
951,476,12,4,699.00,0.15
952,476,36,3,399.00,0.10
953,477,15,1,899.00,0.00
954,477,43,1,599.00,0.20
955,478,24,2,399.00,0.00
956,478,50,2,899.00,0.00
957,479,6,3,1499.00,0.00
958,479,7,3,2999.00,0.00
959,480,2,4,499.00,0.10
960,480,14,1,4999.00,0.10
961,481,1,1,2499.00,0.00
962,481,21,2,899.00,0.00
963,482,5,2,599.00,0.00
964,482,28,3,699.00,0.00
965,483,18,3,349.00,0.15
966,483,35,1,599.00,0.00
967,484,7,4,2999.00,0.05
968,484,42,2,199.00,0.10
969,485,3,1,799.00,0.10
970,485,49,3,599.00,0.00
971,486,12,2,699.00,0.00
972,486,6,1,1499.00,0.20
973,487,15,3,899.00,0.00
974,487,13,2,1199.00,0.00
975,488,24,4,399.00,0.00
976,488,20,3,1599.00,0.10
977,489,6,1,1499.00,0.00
978,489,27,1,15000.00,0.00
979,490,2,2,499.00,0.10
980,490,34,2,299.00,0.05
981,491,1,3,2499.00,0.00
982,491,41,3,1500.00,0.00
983,492,5,4,599.00,0.00
984,492,48,1,699.00,0.10
985,493,18,1,349.00,0.00
986,493,5,2,599.00,0.00
987,494,7,2,2999.00,0.00
988,494,12,3,699.00,0.00
989,495,3,3,799.00,0.10
990,495,19,1,499.00,0.20
991,496,12,4,699.00,0.00
992,496,26,2,4999.00,0.10
993,497,15,1,899.00,0.15
994,497,33,3,1999.00,0.00
995,498,24,2,399.00,0.00
996,498,40,1,899.00,0.00
997,499,6,3,1499.00,0.00
998,499,47,2,799.00,0.00
999,500,2,4,499.00,0.10
1000,500,4,3,3499.00,0.10
